"
                                    Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).
                                ","                                     Valores permitidos: ""paypal"", ""primaria"" (por defecto), your_custom_value (un estilo de página de pago personalizado de su perfil de cuenta de comerciante).                                 ",module,Magento_Paypal
"
                                    The background color for the checkout page around the header and payment form.
                                ","                                     El color de fondo para la página de pago en la forma de pago y encabezado.                                 ",module,Magento_Paypal
"
                                    The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.
                                ","                                     El color de fondo para el encabezado de la página de pago. Código de color hexadecimal HTML de minúsculas seis caracteres en ASCII.                                 ",module,Magento_Paypal
"
                                    The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.
                                ","                                     La imagen en la parte superior izquierda de la página de pago. Tamaño máximo es 750 x 90 píxeles. <strong style=""color:red""> https</strong> es muy animado.                                 ",module,Magento_Paypal
"
                                    Will appear as a payment option only for customers who have at least one active billing agreement.
                                ","                                     Aparecerá como una opción de pago para los clientes que tienen al menos un acuerdo de facturación activado.                                 ",module,Magento_Paypal
"
                                <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                            ","                                 <a href=""http://www.magentocommerce.com/paypal""> empezar a aceptar pagos a través de PayPal!</a>                             ",module,Magento_Paypal
"
                                <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                            ","
                                <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank""> ¿Por qué anunciar financiamiento?</a> <br/>                         <strong>Impulsa tus ventas cuando anuncias financiamiento.</strong> <br/> PayPal ayuda a convertir los visitantes en compradores con el financiamiento de PayPal Credit®. Sus clientes tienen más tiempo para pagar, recibe el pago por adelantado – sin costo adicional para usted.                         Uso gratis banners de PayPal que anuncian el financiamiento PayPal Credit® como una opción de pago cuando sus clientes pagan con PayPal.                         El programa de publicidad de PayPal ha demostrado generar compras adicionales así como incrementar los tamaños promedio de compra del consumidor en 15% o más. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank""> Ver más información</a>.
                            ",module,Magento_Paypal
"
                                <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                            ","
                                <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank""> ¿Por qué anunciar financiamiento?</a> <br/>                         <strong>Impulsa tus ventas cuando anuncias financiamiento.</strong> <br/> PayPal ayuda a convertir los visitantes en compradores con el financiamiento de PayPal Credit®. Sus clientes tienen más tiempo para pagar, recibe el pago por adelantado – sin costo adicional para usted.                         Uso gratis banners de PayPal que anuncian el financiamiento PayPal Credit® como una opción de pago cuando sus clientes pagan con PayPal.                         El programa de publicidad de PayPal ha demostrado generar compras adicionales así como incrementar los tamaños promedio de compra del consumidor en 15% o más. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank""> Ver más información</a>.
                            ",module,Magento_Paypal
"
                                Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.
                            ","                                 Comerciantes necesitan aplicar a PayPal para activar la función de los acuerdos de facturación. No habilite esta opción hasta que PayPal confirme que los acuerdos de facturación están habilitados para su cuenta de comerciante.                             ",module,Magento_Paypal
"
                            3D Secure validation is required for Maestro cards. Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
                        ","
                            Para tarjetas Maestro se requiere validación 3D Secure. Para aceptar tarjetas American Express se requiere un acuerdo adicional. Obtenga más información en <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
                        ",module,Magento_Paypal
"
                            <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                        ","
                            <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank""> ¿Por qué anunciar financiamiento?</a> <br/>                         <strong>Impulsa tus ventas cuando anuncias financiamiento.</strong> <br/> PayPal ayuda a convertir los visitantes en compradores con el financiamiento de PayPal Credit®. Sus clientes tienen más tiempo para pagar, recibe el pago por adelantado – sin costo adicional para usted.                         Uso gratis banners de PayPal que anuncian el financiamiento PayPal Credit® como una opción de pago cuando sus clientes pagan con PayPal.                         El programa de publicidad de PayPal ha demostrado generar compras adicionales así como incrementar los tamaños promedio de compra del consumidor en 15% o más. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank""> Ver más información</a>.
                        ",module,Magento_Paypal
"
                            <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                        ","
                            <a href=\"https:/financing.paypal.com/ppfinportal/content/whyUseFinancing\" target=\"_blank\"> ¿por qué anunciarse financiamiento?</a> <br/>                         <strong>Impulsar sus ventas cuando anuncia financiación.</strong> <br/> PayPal ayuda a convertir los navegadores en compradores con el financiamiento de PayPal Credit®. Sus clientes tienen más tiempo para pagar, mientras le paguen por adelantado – sin costo adicional para usted.                         Uso gratis banners de PayPal que anuncian PayPal Credit® financiación como una opción de pago cuando sus clientes revisa con PayPal.                         El programa de publicidad de PayPal se ha demostrado para generar compras adicionales así como incrementar los tamaños promedio de compra del consumidor en 15% o más. <a href=\"https:/financing.paypal.com/ppfinportal/content/forrester\" target=\"_blank\"> Ver detalles</a>.
                        ",module,Magento_Paypal
"
                            <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                        ","
                            <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank""> ¿Por qué anunciar financiamiento?</a> <br/>                         <strong>Impulsa tus ventas cuando anuncias financiamiento.</strong> <br/> PayPal ayuda a convertir los visitantes en compradores con el financiamiento de PayPal Credit®. Sus clientes tienen más tiempo para pagar, recibe el pago por adelantado – sin costo adicional para usted.                         Uso gratis banners de PayPal que anuncian el financiamiento PayPal Credit® como una opción de pago cuando sus clientes pagan con PayPal.                         El programa de publicidad de PayPal ha demostrado generar compras adicionales así como incrementar los tamaños promedio de compra del consumidor en 15% o más. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank""> Ver más información</a>.
                        ",module,Magento_Paypal
"
                            Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
